application_id,candidate_id,job_id,source_id,source_name_raw,application_date,application_status,last_stage,rejection_reason,withdrawal_date,salary_expectation_eur,data_processing_consent
APP000020,CAN06145,JOB0241,SRC002,LinkedIn,2024-04-15,Rejected,Interview,Position cancelled,,73500.0,True
APP000021,CAN00625,JOB0129,SRC001,Career Page,2025-05-14,Withdrawn,Interview,,2025-06-04,84000.0,True
APP000022,CAN02304,JOB0228,SRC002,LinkedIn,2025-03-10,Rejected,Screening,Skills mismatch,,86500.0,True
APP000023,CAN02240,JOB0275,SRC001,Career Page,2025-05-09,Rejected,Application,Minimum requirements not met,,78500.0,True
APP000024,CAN09282,JOB0075,SRC003,Indeed,2024-10-27,Rejected,Interview,Experience mismatch,,86000.0,True
APP000025,CAN10364,JOB0298,SRC006,Federal Employment Agency,2024-06-15,Hired,Hired,Minimum requirements not met,,71000.0,True
APP000026,CAN11512,JOB0278,SRC003,Indeed,2025-10-29,Rejected,Application,Minimum requirements not met,,57000.0,True
APP000027,CAN02736,JOB0150,SRC005,recruitment agency,2025-01-07,Rejected,Application,Minimum requirements not met,,56500.0,True
APP000028,CAN02896,JOB0220,SRC002,LinkedIn,2024-07-09,Rejected,Screening,Experience mismatch,,79000.0,True
APP000029,CAN07955,JOB0021,SRC001,Career Page,2024-08-03,Rejected,Application,Minimum requirements not met,,70000.0,True
APP000030,CAN05942,JOB0239,SRC005,Agency,2025-09-21,Withdrawn,Screening,,2025-09-28,62000.0,False
APP000031,CAN10431,JOB0199,SRC001,Career Page,2025-04-30,Rejected,Screening,Experience mismatch,,70000.0,True
APP000032,CAN03378,JOB0291,SRC004,Employee Referral,2025-08-18,Rejected,Interview,Experience mismatch,,61000.0,True
APP000033,CAN00726,JOB0411,SRC007,University Event,2025-05-25,Rejected,Application,Minimum requirements not met,,64500.0,True
APP000034,CAN12039,JOB0419,SRC001,Career Page,2025-03-06,Rejected,Screening,Salary expectations,,101500.0,True
APP000035,CAN01395,JOB0288,SRC003,Indeed,2024-05-15,Rejected,Interview,Technical skills,,65500.0,True
APP000036,CAN04275,JOB0195,SRC001,Company Website,2024-05-28,Rejected,Screening,Skills mismatch,,79000.0,True
APP000037,CAN11440,JOB0215,SRC006,Federal Employment Agency,2024-07-16,Rejected,Application,Minimum requirements not met,,60500.0,True
APP000038,CAN12035,JOB0120,SRC002,LinkedIn,2024-11-26,Rejected,Application,Minimum requirements not met,,58500.0,True
APP000039,CAN02120,JOB0019,SRC002,LinkedIn,2024-07-02,Rejected,Screening,Skills mismatch,,76000.0,True
APP000040,CAN11725,JOB0304,SRC004,Employee Referral,2024-08-01,Rejected,Interview,Technical skills,,82000.0,True
APP000041,CAN10403,JOB0326,SRC002,LinkedIn,2025-10-07,Rejected,Application,Minimum requirements not met,,73500.0,True
APP000042,CAN12444,JOB0404,SRC001,Career Page,2025-03-27,Rejected,Application,Minimum requirements not met,,83000.0,True
APP000043,CAN00087,JOB0305,SRC001,Career Page,2024-01-23,Rejected,Application,Minimum requirements not met,,116500.0,True
APP000044,CAN03618,JOB0215,SRC002,LinkedIn,2024-08-15,Rejected,Interview,Experience mismatch,,63000.0,True
APP000045,CAN04742,JOB0290,SRC001,Career Page,2025-01-24,Rejected,Application,Minimum requirements not met,,78000.0,True
APP000046,CAN02323,JOB0204,SRC003,Indeed,2024-02-06,Rejected,Application,Minimum requirements not met,,78500.0,True
APP000047,CAN10137,JOB0351,SRC003,Indeed,2024-10-24,Rejected,Application,Minimum requirements not met,,87000.0,True
APP000048,CAN01803,JOB0351,SRC001,Career Page,2024-11-19,Rejected,Application,Minimum requirements not met,,82500.0,True
APP000049,CAN12764,JOB0125,SRC003,Indeed,2025-02-07,Rejected,Application,Minimum requirements not met,,83000.0,False
APP000050,CAN11291,JOB0053,SRC003,Indeed,2025-07-19,Rejected,Application,Minimum requirements not met,,68000.0,True
APP000051,CAN01334,JOB0353,SRC006,Federal Employment Agency,2025-04-18,Rejected,Screening,Location,,64000.0,True
APP000052,CAN07393,JOB0069,SRC004,Employee Referral,2024-09-27,Rejected,Screening,Experience mismatch,,69000.0,True
APP000053,CAN03799,JOB0001,SRC002,LinkedIn,2024-09-21,Rejected,Interview,Team fit,,103000.0,True
APP000054,CAN02388,JOB0343,SRC002,LinkedIn,2025-02-05,Rejected,Screening,Skills mismatch,,65000.0,True
APP000055,CAN12058,JOB0398,SRC005,Recruiting Agency,2024-10-20,Rejected,Application,Minimum requirements not met,,74500.0,True
APP000056,CAN00353,JOB0243,SRC001,Career Page,2024-01-25,Rejected,Application,Minimum requirements not met,,51000.0,True
APP000057,CAN14146,JOB0283,SRC007,University Event,2024-02-10,Rejected,Interview,Technical skills,,60500.0,True
APP000058,CAN01608,JOB0150,SRC003,Indeed,2025-01-17,Rejected,Application,Minimum requirements not met,,,True
APP000059,CAN09272,JOB0320,SRC002,LinkedIn,2025-02-01,Rejected,Application,Minimum requirements not met,,63500.0,True
APP000060,CAN13853,JOB0343,SRC004,Employee Referral,2024-12-31,Rejected,Screening,Location,,66000.0,True
APP000061,CAN00008,JOB0034,SRC006,Federal Employment Agency,2025-06-19,Withdrawn,Interview,,2025-07-09,84500.0,True
APP000062,CAN00689,JOB0312,SRC003,Indeed,2024-05-23,Rejected,Application,Minimum requirements not met,,108500.0,True
APP000063,CAN11104,JOB0257,SRC002,LinkedIn,2024-10-10,Rejected,Application,Minimum requirements not met,,125000.0,True
APP000064,CAN06649,JOB0168,SRC002,Linked In,2024-09-17,Rejected,Screening,Experience mismatch,,86000.0,True
APP000065,CAN03246,JOB0330,SRC007,University Event,2025-05-31,Rejected,Application,Minimum requirements not met,,59500.0,True
APP000066,CAN07921,JOB0134,SRC001,Career Page,2025-08-07,Rejected,Application,Minimum requirements not met,,72000.0,True
APP000067,CAN09960,JOB0095,SRC002,LinkedIn,2025-11-26,Rejected,Interview,Experience mismatch,,72000.0,True
APP000068,CAN07644,JOB0124,SRC003,Indeed,2025-07-29,Hired,Hired,Minimum requirements not met,,80500.0,True
APP000069,CAN14293,JOB0300,SRC003,Indeed,2025-01-22,Rejected,Screening,Skills mismatch,,86500.0,False
APP000070,CAN14521,JOB0261,SRC002,LINKEDIN,2024-08-21,Hired,Hired,Minimum requirements not met,,106500.0,True
APP000071,CAN07953,JOB0204,SRC003,Indeed,2024-03-30,Rejected,Application,Minimum requirements not met,,70000.0,True
APP000072,CAN11409,JOB0199,SRC003,Indeed,2025-06-15,Rejected,Screening,Skills mismatch,,,True
APP000073,CAN07435,JOB0216,SRC003,Indeed,2025-01-17,Rejected,Application,Minimum requirements not met,,81500.0,True
APP000074,CAN09446,JOB0069,SRC001,Career Page,2024-09-24,Rejected,Application,Minimum requirements not met,,63500.0,True
APP000075,CAN09643,JOB0182,SRC003,Indeed,2025-05-19,Rejected,Interview,Team fit,,116500.0,True
APP000076,CAN07069,JOB0391,SRC005,Recruiting Agency,2025-07-29,Rejected,Screening,Salary expectations,,75000.0,True
APP000077,CAN06644,JOB0316,SRC007,Campus Event,2025-01-01,Rejected,Application,Minimum requirements not met,,71500.0,True
APP000078,CAN11387,JOB0190,SRC001,career page,2025-01-15,Rejected,Screening,Salary expectations,,77500.0,True
APP000079,CAN00873,JOB0415,SRC001,Career Page,2024-03-08,Rejected,Application,Minimum requirements not met,,81000.0,True
APP000080,CAN13098,JOB0193,SRC003,Indeed,2024-10-27,Rejected,Application,Minimum requirements not met,,52500.0,True
APP000081,CAN12005,JOB0284,SRC007,University Event,2025-12-08,Rejected,Screening,Experience mismatch,,81500.0,True
APP000082,CAN14563,JOB0084,SRC003,Indeed,2025-03-27,Rejected,Application,Minimum requirements not met,,55500.0,True
APP000083,CAN10351,JOB0232,SRC003,Indeed,2024-06-12,Rejected,Screening,Skills mismatch,,96500.0,True
APP000084,CAN03507,JOB0293,SRC001,Company Website,2025-07-02,Rejected,Application,Minimum requirements not met,,85000.0,True
APP000085,CAN11650,JOB0134,SRC004,Employee Referral,2025-08-13,Rejected,Interview,Experience mismatch,,81500.0,True
APP000086,CAN00773,JOB0014,SRC007,University Event,2025-11-09,Rejected,Application,Minimum requirements not met,,83500.0,True
APP000087,CAN03525,JOB0209,SRC001,Career Page,2024-03-02,Rejected,Screening,Salary expectations,,102500.0,True
APP000088,CAN09251,JOB0168,SRC001,Career Page,2024-07-26,Rejected,Application,Minimum requirements not met,,74500.0,False
APP000089,CAN05615,JOB0282,SRC006,Federal Employment Agency,2024-10-24,Rejected,Application,Minimum requirements not met,,85500.0,True
APP000090,CAN03454,JOB0310,SRC002,LinkedIn,2025-11-11,In process,Application,,,88000.0,True
APP000091,CAN02758,JOB0322,SRC003,Indeed,2024-07-08,Rejected,Application,Minimum requirements not met,,87500.0,True
APP000092,CAN01177,JOB0222,SRC004,Employee Referral,2024-11-26,Rejected,Interview,Experience mismatch,,61000.0,False
APP000093,CAN13459,JOB0348,SRC003,Indeed,2024-07-09,Rejected,Interview,Position already filled,,74500.0,True
APP000094,CAN11791,JOB0057,SRC002,LinkedIn,2024-06-27,Rejected,Application,Minimum requirements not met,,94500.0,True
APP000095,CAN05155,JOB0316,SRC003,Indeed,2024-12-12,Rejected,Application,Minimum requirements not met,,73500.0,True
APP000096,CAN05994,JOB0419,SRC003,Indeed,2025-04-27,Rejected,Application,Minimum requirements not met,,100500.0,True
APP000097,CAN06636,JOB0312,SRC003,Indeed,2024-05-20,Rejected,Interview,Experience mismatch,,89500.0,True
APP000098,CAN04443,JOB0068,SRC001,Career Page,2025-02-13,Rejected,Application,Minimum requirements not met,,93000.0,True
APP000099,CAN06725,JOB0033,SRC001,Career Page,2025-06-10,Rejected,Interview,Interview evaluation,,85000.0,False
APP000100,CAN09942,JOB0102,SRC001,career page,2025-06-26,Rejected,Application,Minimum requirements not met,,99500.0,True
APP000101,CAN11504,JOB0295,SRC005,Recruiting Agency,2025-07-15,Rejected,Screening,Experience mismatch,,63500.0,True
APP000102,CAN08170,JOB0058,SRC003,indeed,2025-10-10,Rejected,Interview,Team fit,,109000.0,True
APP000103,CAN10899,JOB0275,SRC001,Career Page,2025-04-04,Rejected,Application,Minimum requirements not met,,88000.0,True
APP000104,CAN12052,JOB0266,SRC003,Indeed,2025-05-21,Rejected,Application,Minimum requirements not met,,58000.0,True
APP000105,CAN12649,JOB0019,SRC006,Federal Employment Agency,2024-06-30,Rejected,Application,Minimum requirements not met,,72000.0,True
APP000106,CAN14646,JOB0025,SRC002,LinkedIn,2025-10-04,Rejected,Application,Minimum requirements not met,,67000.0,True
APP000107,CAN04623,JOB0395,SRC003,Indeed,2024-07-17,Rejected,Application,Minimum requirements not met,,54500.0,True
APP000108,CAN01723,JOB0104,SRC004,Employee Referral,2025-07-31,Rejected,Screening,Salary expectations,,68000.0,True
APP000109,CAN01734,JOB0329,SRC001,Career Page,2024-05-22,Rejected,Interview,Experience mismatch,,97000.0,True
APP000110,CAN08910,JOB0130,SRC003,Indeed,2025-05-18,Rejected,Application,Minimum requirements not met,,83500.0,True
APP000111,CAN01286,JOB0186,SRC005,Recruiting Agency,2024-08-15,Rejected,Application,Minimum requirements not met,,58000.0,True
APP000112,CAN09867,JOB0185,SRC002,LinkedIn,2025-04-01,Rejected,Screening,Skills mismatch,,102000.0,True
APP000113,CAN09337,JOB0132,SRC006,Federal Employment Agency,2024-11-15,Rejected,Interview,Position cancelled,,60500.0,True
APP000114,CAN09222,JOB0344,SRC006,Federal Employment Agency,2024-01-26,Rejected,Application,Minimum requirements not met,,92500.0,True
APP000115,CAN13132,JOB0126,SRC001,Career Page,2025-04-14,Rejected,Screening,Location,,85000.0,True
APP000116,CAN08500,JOB0238,SRC001,Career Page,2025-06-20,Rejected,Application,Minimum requirements not met,,90000.0,True
APP000117,CAN00330,JOB0311,SRC002,LinkedIn,2025-12-08,In process,Screening,,,69500.0,True
APP000118,CAN10413,JOB0163,SRC003,Indeed.de,2024-05-26,Rejected,Screening,Salary expectations,,102000.0,True
APP000119,CAN13057,JOB0231,SRC002,LinkedIn,2025-09-28,Rejected,Interview,Team fit,,113500.0,True
APP000120,CAN05134,JOB0317,SRC002,LinkedIn,2025-05-29,Rejected,Interview,Interview evaluation,,91500.0,True
APP000121,CAN10766,JOB0229,SRC001,Career Page,2025-08-02,Rejected,Interview,Position already filled,,82000.0,True
APP000122,CAN06080,JOB0096,SRC002,linkedin,2025-04-19,Rejected,Application,Minimum requirements not met,,68500.0,True
APP000123,CAN06020,JOB0412,SRC006,Federal Employment Agency,2025-10-16,Rejected,Interview,Interview evaluation,,66500.0,True
APP000124,CAN10785,JOB0037,SRC002,LinkedIn,2025-08-01,Rejected,Application,Minimum requirements not met,,120500.0,False
APP000125,CAN07259,JOB0168,SRC001,Career Page,2024-07-27,Rejected,Application,Minimum requirements not met,,93500.0,True
APP000126,CAN14860,JOB0109,SRC005,Recruiting Agency,2025-05-27,Rejected,Application,Minimum requirements not met,,86500.0,True
APP000127,CAN06609,JOB0001,SRC002,LinkedIn,2024-09-08,Rejected,Application,Minimum requirements not met,,100500.0,True
APP000128,CAN14340,JOB0005,SRC003,Indeed,2025-02-05,Rejected,Application,Minimum requirements not met,,121500.0,True
APP000129,CAN14076,JOB0103,SRC001,Career Page,2025-08-31,Rejected,Application,Minimum requirements not met,,94500.0,True
APP000130,CAN11671,JOB0225,SRC001,career page,2025-02-26,Rejected,Application,Minimum requirements not met,,99500.0,True
APP000131,CAN05879,JOB0399,SRC003,Indeed,2025-07-29,Rejected,Application,Minimum requirements not met,,60000.0,True
APP000132,CAN13878,JOB0062,SRC003,Indeed,2024-05-28,Rejected,Screening,Skills mismatch,,94000.0,False
APP000133,CAN10053,JOB0282,SRC006,Federal Employment Agency,2024-11-16,Rejected,Application,Minimum requirements not met,,82000.0,True
APP000134,CAN12941,JOB0395,SRC004,Employee Referral,2024-05-14,Rejected,Application,Minimum requirements not met,,53500.0,True
APP000135,CAN14076,JOB0024,SRC001,Career Page,2025-09-04,Rejected,Interview,Experience mismatch,,71000.0,True
APP000136,CAN03442,JOB0217,SRC006,Federal Employment Agency,2024-07-27,Rejected,Application,Minimum requirements not met,,64500.0,True
APP000137,CAN09729,JOB0238,SRC002,LinkedIn,2025-06-08,Rejected,Application,Minimum requirements not met,,94500.0,True
APP000138,CAN04805,JOB0264,SRC004,Employee Referral,2025-04-15,Rejected,Application,Minimum requirements not met,,68000.0,False
APP000139,CAN04898,JOB0191,SRC001,Career Page,2025-03-27,Rejected,Screening,Experience mismatch,,70000.0,True
APP000140,CAN09180,JOB0217,SRC005,Recruiting Agency,2024-06-12,Rejected,Application,Minimum requirements not met,,57500.0,True
APP000141,CAN03550,JOB0161,SRC001,Career Page,2025-03-08,Rejected,Application,Minimum requirements not met,,65500.0,True
APP000142,CAN00197,JOB0045,SRC002,LinkedIn,2025-07-23,Rejected,Screening,Skills mismatch,,84500.0,False
APP000143,CAN08770,JOB0295,SRC001,Career Page,2025-07-27,Rejected,Application,Minimum requirements not met,,67500.0,True
APP000144,CAN05519,JOB0064,SRC005,Recruiting Agency,2025-11-06,Rejected,Interview,Interview evaluation,,75000.0,True
APP000145,CAN03456,JOB0124,SRC004,Employee Referral,2025-09-21,Withdrawn,Interview,,2025-10-19,81000.0,True
APP000146,CAN11510,JOB0118,SRC001,Career Page,2025-04-04,Rejected,Interview,Interview evaluation,,106500.0,True
APP000147,CAN05927,JOB0121,SRC002,LinkedIn,2024-05-25,Rejected,Screening,Experience mismatch,,76000.0,True
APP000148,CAN10430,JOB0266,SRC002,LinkedIn,2025-06-22,Rejected,Screening,Location,,79500.0,True
APP000149,CAN10478,JOB0369,SRC003,Indeed,2025-06-08,Rejected,Application,Minimum requirements not met,,86500.0,True
APP000150,CAN11768,JOB0236,SRC003,Indeed,2025-05-11,Rejected,Interview,Team fit,,132000.0,True
APP000151,CAN01051,JOB0232,SRC001,Career Page,2024-06-21,Rejected,Application,Minimum requirements not met,,106000.0,True
APP000152,CAN04746,JOB0154,SRC005,Recruiting Agency,2025-12-23,Rejected,Interview,Team fit,,84000.0,True
APP000153,CAN10046,JOB0319,SRC006,Federal Employment Agency,2024-03-13,Rejected,Application,Minimum requirements not met,,92500.0,True
APP000154,CAN07914,JOB0193,SRC002,LinkedIn,2024-09-29,Rejected,Application,Minimum requirements not met,,56000.0,True
APP000155,CAN02726,JOB0300,SRC003,Indeed,2025-02-01,Rejected,Application,Minimum requirements not met,,112000.0,True
APP000156,CAN01002,JOB0199,SRC001,Career Page,2025-06-20,Rejected,Application,Minimum requirements not met,,58000.0,True
APP000157,CAN01517,JOB0375,SRC002,LinkedIn,2024-05-25,Rejected,Application,Minimum requirements not met,,66000.0,True
APP000158,CAN03297,JOB0273,SRC001,Career Page,2025-07-20,Rejected,Screening,Skills mismatch,,82500.0,True
APP000159,CAN04289,JOB0102,SRC001,Career Page,2025-06-27,Rejected,Interview,Interview evaluation,,113500.0,True
APP000160,CAN04373,JOB0270,SRC001,Career Page,2024-12-14,Rejected,Interview,Experience mismatch,,59500.0,True
APP000161,CAN10245,JOB0195,SRC003,Indeed,2024-04-15,Rejected,Application,Minimum requirements not met,,60000.0,True
APP000162,CAN04356,JOB0032,SRC002,LINKEDIN,2024-07-09,Rejected,Screening,Experience mismatch,,91000.0,True
APP000163,CAN10732,JOB0305,SRC003,Indeed,2024-03-03,Rejected,Interview,Position already filled,,102000.0,True
APP000164,CAN00467,JOB0259,SRC002,LinkedIn,2025-07-12,Rejected,Interview,Interview evaluation,,72000.0,True
APP000165,CAN12235,JOB0412,SRC002,LinkedIn,2025-10-05,Rejected,Application,Minimum requirements not met,,67000.0,True
APP000166,CAN10193,JOB0230,SRC005,Recruiting Agency,2025-11-02,Rejected,Application,Minimum requirements not met,,76000.0,True
APP000167,CAN08916,JOB0253,SRC004,Employee Referral,2025-05-05,Rejected,Interview,Interview evaluation,,64500.0,True
APP000168,CAN12852,JOB0407,SRC003,Indeed,2024-08-06,Rejected,Application,Minimum requirements not met,,60000.0,True
APP000169,CAN14531,JOB0111,SRC004,Employee Referral,2024-11-09,Rejected,Interview,Technical skills,,85000.0,True
APP000170,CAN12912,JOB0301,SRC003,Indeed,2025-04-10,Rejected,Interview,Experience mismatch,,81000.0,True
APP000171,CAN01472,JOB0306,SRC004,Employee Referral,2024-12-14,Rejected,Application,Minimum requirements not met,,60500.0,True
APP000172,CAN13675,JOB0243,SRC002,LINKEDIN,2024-02-13,Rejected,Application,Minimum requirements not met,,57500.0,True
APP000173,CAN04611,JOB0099,SRC001,Career Page,2024-12-14,Rejected,Interview,Experience mismatch,,84500.0,True
APP000174,CAN14869,JOB0019,SRC002,LinkedIn,2024-07-09,Rejected,Application,Minimum requirements not met,,71000.0,True
APP000175,CAN08474,JOB0273,SRC002,Linked In,2025-10-19,Rejected,Screening,Salary expectations,,75500.0,True
APP000176,CAN04943,JOB0316,SRC006,Bundesagentur für Arbeit,2025-01-03,Withdrawn,Screening,,2025-01-15,59000.0,True
APP000177,CAN00095,JOB0075,SRC004,Employee Referral,2024-11-17,Offer declined,Offer,,,83000.0,True
APP000178,CAN08825,JOB0257,SRC003,Indeed,2024-11-10,Rejected,Application,Minimum requirements not met,,116500.0,False
APP000179,CAN08984,JOB0177,SRC004,Employee Referral,2024-01-25,Rejected,Application,Minimum requirements not met,,98500.0,True
APP000180,CAN05707,JOB0345,SRC002,LinkedIn,2025-02-20,Rejected,Interview,Experience mismatch,,91500.0,True
APP000181,CAN02242,JOB0385,SRC003,indeed,2025-01-22,Rejected,Screening,Salary expectations,,73000.0,True
APP000182,CAN13683,JOB0155,SRC003,Indeed,2025-02-04,Rejected,Application,Minimum requirements not met,,67000.0,True
APP000183,CAN12606,JOB0352,SRC002,LinkedIn,2025-09-07,Rejected,Application,Minimum requirements not met,,94000.0,True
APP000184,CAN05122,JOB0129,SRC007,University Event,2025-05-28,Rejected,Application,Minimum requirements not met,,73000.0,True
APP000185,CAN00567,JOB0199,SRC007,University Event,2025-05-06,Rejected,Application,Minimum requirements not met,,71500.0,True
APP000186,CAN13397,JOB0037,SRC001,Career Page,2025-08-04,Rejected,Interview,Position already filled,,99000.0,True
APP000187,CAN07712,JOB0303,SRC002,LinkedIn,2024-08-24,Rejected,Screening,Skills mismatch,,63500.0,True
APP000188,CAN09930,JOB0243,SRC005,Recruiting Agency,2024-02-18,Rejected,Application,Minimum requirements not met,,47500.0,True
APP000189,CAN13729,JOB0190,SRC001,Career Page,2025-01-06,Rejected,Interview,Interview evaluation,,83000.0,True
APP000190,CAN14046,JOB0147,SRC002,LinkedIn,2024-07-17,Rejected,Application,Minimum requirements not met,,106500.0,True
APP000191,CAN13922,JOB0321,SRC001,Career Page,2024-07-01,Offer declined,Offer,,,85500.0,True
APP000192,CAN04467,JOB0014,SRC002,LinkedIn,2025-10-15,Rejected,Interview,Interview evaluation,,85000.0,True
APP000193,CAN04595,JOB0163,SRC001,Career Page,2024-05-06,Rejected,Screening,Experience mismatch,,96000.0,True
APP000194,CAN09945,JOB0415,SRC002,LinkedIn,2024-02-04,Rejected,Application,Minimum requirements not met,,69000.0,True
APP000195,CAN06561,JOB0243,SRC002,LinkedIn,2024-02-12,Rejected,Interview,Interview evaluation,,44000.0,True
APP000196,CAN06941,JOB0106,SRC006,Federal Employment Agency,2025-06-02,Withdrawn,Screening,,2025-06-10,87500.0,True
APP000197,CAN00073,JOB0150,SRC003,Indeed,2025-02-02,Rejected,Screening,Salary expectations,,47500.0,True
APP000198,CAN10618,JOB0216,SRC002,linkedin,2024-12-14,Rejected,Application,Minimum requirements not met,,92000.0,True
APP000199,CAN06807,JOB0260,SRC003,Indeed,2024-09-13,Rejected,Interview,Team fit,,65000.0,True
APP000200,CAN13599,JOB0104,SRC003,Indeed,2025-07-21,Rejected,Application,Minimum requirements not met,,69500.0,True
APP000201,CAN00340,JOB0327,SRC003,Indeed,2025-07-06,Withdrawn,Screening,,2025-07-09,61000.0,True
APP000202,CAN05673,JOB0163,SRC006,Federal Employment Agency,2024-06-05,Rejected,Application,Minimum requirements not met,,106000.0,True
APP000203,CAN03380,JOB0179,SRC001,Career Page,2025-01-24,Rejected,Application,Minimum requirements not met,,83500.0,True
APP000204,CAN11490,JOB0142,SRC003,Indeed,2024-09-06,Rejected,Application,Minimum requirements not met,,112000.0,True
APP000205,CAN08394,JOB0185,SRC005,Recruiting Agency,2025-02-02,Rejected,Application,Minimum requirements not met,,110000.0,False
APP000206,CAN11414,JOB0346,SRC003,Indeed,2024-02-28,Rejected,Application,Minimum requirements not met,,82000.0,True
APP000207,CAN02643,JOB0015,SRC003,Indeed,2024-12-18,Rejected,Application,Minimum requirements not met,,71000.0,True
APP000208,CAN00929,JOB0001,SRC001,Career Page,2024-08-20,Rejected,Screening,Salary expectations,,91000.0,True
APP000209,CAN06847,JOB0088,SRC007,University Event,2024-12-12,Rejected,Application,Minimum requirements not met,,76500.0,True
APP000210,CAN02393,JOB0090,SRC003,Indeed,2025-01-31,Rejected,Screening,Skills mismatch,,62000.0,True
APP000211,CAN07730,JOB0077,SRC001,Career Page,2024-11-21,Rejected,Screening,Salary expectations,,83500.0,True
APP000212,CAN10517,JOB0044,SRC002,LinkedIn,2024-06-29,Rejected,Screening,Experience mismatch,,82000.0,True
APP000213,CAN00075,JOB0094,SRC002,LinkedIn,2024-05-14,Hired,Hired,Minimum requirements not met,,70500.0,True
APP000214,CAN12743,JOB0096,SRC002,LinkedIn,2025-04-29,Rejected,Application,Minimum requirements not met,,60500.0,True
APP000215,CAN07995,JOB0263,SRC001,Career Page,2024-03-13,Rejected,Interview,Position already filled,,70000.0,True
APP000216,CAN14642,JOB0340,SRC001,Career Page,2025-06-10,Rejected,Screening,Skills mismatch,,67500.0,True
APP000217,CAN03481,JOB0252,SRC004,Employee Referral,2025-01-03,Rejected,Application,Minimum requirements not met,,68000.0,True
APP000218,CAN04532,JOB0357,SRC003,Indeed,2024-03-06,Withdrawn,Screening,,2024-03-12,73000.0,True
APP000219,CAN01422,JOB0415,SRC003,Indeed,2024-02-24,Rejected,Application,Minimum requirements not met,,74000.0,True
APP000220,CAN03956,JOB0065,SRC004,Employee Referral,2025-05-28,Rejected,Application,Minimum requirements not met,,82500.0,True
APP000221,CAN12214,JOB0017,SRC002,LinkedIn,2025-04-26,Rejected,Screening,Skills mismatch,,109500.0,True
APP000222,CAN11505,JOB0405,SRC004,Mitarbeiterempfehlung,2025-06-10,Rejected,Application,Minimum requirements not met,,80500.0,True
APP000223,CAN07446,JOB0311,SRC006,Federal Employment Agency,2025-11-02,Rejected,Application,Minimum requirements not met,,66500.0,True
APP000224,CAN10811,JOB0193,SRC006,Federal Employment Agency,2024-09-28,Rejected,Application,Minimum requirements not met,,54500.0,True
APP000225,CAN06215,JOB0111,SRC001,Career Page,2024-11-27,Rejected,Interview,Interview evaluation,,76000.0,True
APP000226,CAN05667,JOB0397,SRC001,Career Page,2025-03-30,Rejected,Interview,Experience mismatch,,47000.0,True
APP000227,CAN09114,JOB0364,SRC004,Employee Referral,2024-09-10,Offer declined,Offer,,,72000.0,True
APP000228,CAN08191,JOB0397,SRC001,Career Page,2025-04-22,Rejected,Screening,Experience mismatch,,87000.0,True
APP000229,CAN12182,JOB0229,SRC003,Indeed,2025-08-10,Withdrawn,Screening,,2025-08-17,65500.0,True
